,date,region_code,region,cases,recovered,active_cases,deceased
4,2020-10-11,07057,Santanyí,56.0,51.0,5.0,1.0
4,2020-10-11,07030,Llubí,25.0,23.0,2.0,0.0
4,2020-10-11,07043,Porreres,38.0,34.0,6.0,0.0
4,2020-10-11,07045,Puigpunyent,11.0,6.0,6.0,0.0
4,2020-10-11,07020,Esporles,58.0,50.0,7.0,1.0
4,2020-10-11,07019,Escorca,0.0,0.0,0.0,0.0
4,2020-10-11,07060,Sineu,31.0,27.0,3.0,1.0
4,2020-10-11,07033,Manacor,333.0,248.0,83.0,8.0
4,2020-10-11,07014,Capdepera,117.0,73.0,42.0,2.0
4,2020-10-11,07021,Estellencs,0.0,0.0,0.0,0.0
4,2020-10-11,07058,Selva,16.0,15.0,1.0,1.0
4,2020-10-11,07044,Sa Pobla,142.0,122.0,21.0,0.0
4,2020-10-11,07065,Vilafranca de Bonany,37.0,29.0,8.0,1.0
4,2020-10-11,07001,Alaró,74.0,61.0,12.0,1.0
4,2020-10-11,07009,Búger,4.0,3.0,1.0,0.0
4,2020-10-11,07016,Consell,27.0,19.0,8.0,0.0
4,2020-10-11,07028,Lloret de Vistalegre,1.0,2.0,0.0,0.0
4,2020-10-11,07008,Binissalem,95.0,73.0,21.0,1.0
4,2020-10-11,07055,Santa Margalida,75.0,64.0,11.0,0.0
4,2020-10-11,07036,Marratxí,515.0,433.0,80.0,4.0
4,2020-10-11,07038,Montuïri,58.0,16.0,34.0,7.0
4,2020-10-11,07061,Sóller,234.0,117.0,106.0,10.0
4,2020-10-11,07003,Alcúdia,140.0,121.0,22.0,0.0
4,2020-10-11,07027,Inca,403.0,273.0,125.0,5.0
4,2020-10-11,07010,Bunyola,66.0,48.0,15.0,3.0
4,2020-10-11,07007,Banyalbufar,5.0,4.0,1.0,0.0
4,2020-10-11,07056,Santa Maria del Camí,105.0,96.0,8.0,1.0
4,2020-10-11,07042,Pollença,71.0,60.0,11.0,2.0
4,2020-10-11,07017,Costitx,6.0,4.0,2.0,0.0
4,2020-10-11,07039,Muro,62.0,53.0,7.0,3.0
4,2020-10-11,07031,Llucmajor,459.0,390.0,66.0,3.0
4,2020-10-11,07006,Artà,54.0,52.0,3.0,0.0
4,2020-10-11,07062,Son Servera,67.0,56.0,11.0,2.0
4,2020-10-11,07051,Sant Llorenç des Cardassar,32.0,24.0,6.0,2.0
4,2020-10-11,07018,Deià,7.0,6.0,1.0,0.0
4,2020-10-11,07035,Maria de la Salut,16.0,15.0,1.0,0.0
4,2020-10-11,07040,Palma,7873.0,6569.0,1136.0,193.0
4,2020-10-11,07049,Sant Joan,63.0,27.0,21.0,10.0
4,2020-10-11,07012,Campanet,15.0,13.0,2.0,0.0
4,2020-10-11,07022,Felanitx,83.0,64.0,16.0,3.0
