,date,region_code,region,cases,recovered,active_cases,deceased
211,2021-05-06,07024,Formentera,524.0,517.0,5.0,5.0
212,2021-05-07,0,total-formentera,524.0,517.0,5.0,5.0
212,2021-05-07,07024,Formentera,524.0,517.0,5.0,5.0
213,2021-05-08,0,total-formentera,524.0,517.0,5.0,5.0
213,2021-05-08,07024,Formentera,524.0,517.0,5.0,5.0
214,2021-05-09,0,total-formentera,524.0,517.0,5.0,5.0
214,2021-05-09,07024,Formentera,524.0,517.0,5.0,5.0
215,2021-05-10,0,total-formentera,524.0,517.0,5.0,5.0
215,2021-05-10,07024,Formentera,524.0,517.0,5.0,5.0
216,2021-05-11,07024,Formentera,524.0,517.0,5.0,5.0
216,2021-05-11,0,total-formentera,524.0,517.0,5.0,5.0
217,2021-05-12,0,total-formentera,525.0,517.0,6.0,5.0
217,2021-05-12,07024,Formentera,525.0,517.0,6.0,5.0
218,2021-05-13,0,total-formentera,523.0,517.0,4.0,5.0
218,2021-05-13,07024,Formentera,523.0,517.0,4.0,5.0
219,2021-05-14,0,total-formentera,523.0,517.0,4.0,5.0
219,2021-05-14,07024,Formentera,523.0,517.0,4.0,5.0
220,2021-05-15,0,total-formentera,523.0,517.0,4.0,5.0
220,2021-05-15,07024,Formentera,523.0,517.0,4.0,5.0
221,2021-05-16,07024,Formentera,523.0,517.0,4.0,5.0
221,2021-05-16,0,total-formentera,523.0,517.0,4.0,5.0
