,date,region_code,region,cases,recovered,active_cases,deceased
43,2020-11-19,07052,Sant Lluís,38.0,31.0,6.0,1.0
43,2020-11-19,07032,Maó,213.0,173.0,35.0,6.0
43,2020-11-19,07002,Alaior,78.0,38.0,40.0,0.0
43,2020-11-19,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
43,2020-11-19,07064,Es Castell,44.0,27.0,17.0,0.0
44,2020-11-20,07015,Ciutadella de Menorca,303.0,258.0,42.0,3.0
44,2020-11-20,07032,Maó,213.0,173.0,35.0,6.0
44,2020-11-20,0,total-menorca,711.0,557.0,141.0,14.0
44,2020-11-20,07002,Alaior,78.0,38.0,40.0,0.0
44,2020-11-20,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
44,2020-11-20,07064,Es Castell,44.0,27.0,17.0,0.0
44,2020-11-20,07052,Sant Lluís,38.0,31.0,6.0,1.0
44,2020-11-20,07023,Ferreries,5.0,4.0,1.0,0.0
44,2020-11-20,07037,Es Mercadal,28.0,24.0,0.0,4.0
45,2020-11-21,07023,Ferreries,5.0,4.0,1.0,0.0
45,2020-11-21,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
45,2020-11-21,07032,Maó,213.0,173.0,35.0,6.0
45,2020-11-21,07052,Sant Lluís,38.0,31.0,6.0,1.0
45,2020-11-21,07064,Es Castell,44.0,27.0,17.0,0.0
45,2020-11-21,07015,Ciutadella de Menorca,303.0,258.0,42.0,3.0
45,2020-11-21,07002,Alaior,78.0,38.0,40.0,0.0
45,2020-11-21,07037,Es Mercadal,28.0,24.0,0.0,4.0
45,2020-11-21,0,total-menorca,711.0,557.0,141.0,14.0
46,2020-11-22,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
46,2020-11-22,0,total-menorca,718.0,580.0,125.0,14.0
46,2020-11-22,07037,Es Mercadal,28.0,24.0,0.0,4.0
46,2020-11-22,07052,Sant Lluís,38.0,31.0,6.0,1.0
46,2020-11-22,07064,Es Castell,44.0,32.0,12.0,0.0
46,2020-11-22,07032,Maó,213.0,182.0,26.0,6.0
46,2020-11-22,07023,Ferreries,6.0,5.0,1.0,0.0
46,2020-11-22,07002,Alaior,82.0,42.0,40.0,0.0
46,2020-11-22,07015,Ciutadella de Menorca,305.0,262.0,40.0,3.0
47,2020-11-23,07002,Alaior,82.0,42.0,40.0,0.0
47,2020-11-23,07032,Maó,213.0,182.0,26.0,6.0
47,2020-11-23,07023,Ferreries,6.0,5.0,1.0,0.0
47,2020-11-23,0,total-menorca,718.0,580.0,125.0,14.0
47,2020-11-23,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
47,2020-11-23,07052,Sant Lluís,38.0,31.0,6.0,1.0
47,2020-11-23,07015,Ciutadella de Menorca,305.0,262.0,40.0,3.0
47,2020-11-23,07037,Es Mercadal,28.0,24.0,0.0,4.0
47,2020-11-23,07064,Es Castell,44.0,32.0,12.0,0.0
48,2020-11-24,07064,Es Castell,44.0,32.0,12.0,0.0
48,2020-11-24,07002,Alaior,82.0,42.0,40.0,0.0
48,2020-11-24,07015,Ciutadella de Menorca,305.0,262.0,40.0,3.0
48,2020-11-24,07032,Maó,213.0,182.0,26.0,6.0
48,2020-11-24,07052,Sant Lluís,38.0,31.0,6.0,1.0
48,2020-11-24,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
48,2020-11-24,0,total-menorca,718.0,580.0,125.0,14.0
48,2020-11-24,07037,Es Mercadal,28.0,24.0,0.0,4.0
48,2020-11-24,07023,Ferreries,6.0,5.0,1.0,0.0
49,2020-11-25,07002,Alaior,82.0,42.0,40.0,0.0
49,2020-11-25,07037,Es Mercadal,28.0,24.0,0.0,4.0
49,2020-11-25,0,total-menorca,718.0,580.0,125.0,14.0
49,2020-11-25,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
49,2020-11-25,07052,Sant Lluís,38.0,31.0,6.0,1.0
49,2020-11-25,07015,Ciutadella de Menorca,305.0,262.0,40.0,3.0
49,2020-11-25,07064,Es Castell,44.0,32.0,12.0,0.0
49,2020-11-25,07023,Ferreries,6.0,5.0,1.0,0.0
49,2020-11-25,07032,Maó,213.0,182.0,26.0,6.0
50,2020-11-26,07032,Maó,213.0,182.0,26.0,6.0
50,2020-11-26,07052,Sant Lluís,38.0,31.0,6.0,1.0
50,2020-11-26,07015,Ciutadella de Menorca,305.0,262.0,40.0,3.0
50,2020-11-26,07037,Es Mercadal,28.0,24.0,0.0,4.0
50,2020-11-26,07023,Ferreries,6.0,5.0,1.0,0.0
50,2020-11-26,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
50,2020-11-26,0,total-menorca,718.0,580.0,125.0,14.0
50,2020-11-26,07064,Es Castell,44.0,32.0,12.0,0.0
50,2020-11-26,07002,Alaior,82.0,42.0,40.0,0.0
51,2020-11-27,07015,Ciutadella de Menorca,305.0,262.0,40.0,3.0
51,2020-11-27,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
51,2020-11-27,07052,Sant Lluís,38.0,31.0,6.0,1.0
51,2020-11-27,07023,Ferreries,6.0,5.0,1.0,0.0
51,2020-11-27,07002,Alaior,82.0,42.0,40.0,0.0
51,2020-11-27,0,total-menorca,718.0,580.0,125.0,14.0
51,2020-11-27,07032,Maó,213.0,182.0,26.0,6.0
51,2020-11-27,07037,Es Mercadal,28.0,24.0,0.0,4.0
51,2020-11-27,07064,Es Castell,44.0,32.0,12.0,0.0
52,2020-11-28,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
52,2020-11-28,0,total-menorca,718.0,580.0,125.0,14.0
52,2020-11-28,07023,Ferreries,6.0,5.0,1.0,0.0
52,2020-11-28,07052,Sant Lluís,38.0,31.0,6.0,1.0
52,2020-11-28,07064,Es Castell,44.0,32.0,12.0,0.0
52,2020-11-28,07032,Maó,213.0,182.0,26.0,6.0
52,2020-11-28,07015,Ciutadella de Menorca,305.0,262.0,40.0,3.0
52,2020-11-28,07002,Alaior,82.0,42.0,40.0,0.0
52,2020-11-28,07037,Es Mercadal,28.0,24.0,0.0,4.0
53,2020-11-29,07052,Sant Lluís,38.0,33.0,4.0,1.0
53,2020-11-29,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
53,2020-11-29,07032,Maó,223.0,191.0,27.0,6.0
53,2020-11-29,07023,Ferreries,6.0,6.0,0.0,0.0
53,2020-11-29,07002,Alaior,85.0,63.0,22.0,0.0
53,2020-11-29,07064,Es Castell,59.0,37.0,22.0,0.0
53,2020-11-29,07037,Es Mercadal,29.0,24.0,1.0,4.0
53,2020-11-29,0,total-menorca,763.0,626.0,124.0,14.0
53,2020-11-29,07015,Ciutadella de Menorca,321.0,270.0,48.0,3.0
54,2020-11-30,07023,Ferreries,6.0,6.0,0.0,0.0
54,2020-11-30,07064,Es Castell,59.0,39.0,20.0,0.0
54,2020-11-30,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
54,2020-11-30,0,total-menorca,777.0,630.0,134.0,14.0
54,2020-11-30,07037,Es Mercadal,30.0,24.0,2.0,4.0
54,2020-11-30,07052,Sant Lluís,40.0,33.0,6.0,1.0
54,2020-11-30,07002,Alaior,85.0,63.0,22.0,0.0
54,2020-11-30,07032,Maó,234.0,192.0,37.0,6.0
54,2020-11-30,07015,Ciutadella de Menorca,321.0,271.0,47.0,3.0
55,2020-12-01,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
55,2020-12-01,07064,Es Castell,59.0,39.0,20.0,0.0
55,2020-12-01,0,total-menorca,784.0,631.0,140.0,14.0
55,2020-12-01,07037,Es Mercadal,30.0,24.0,2.0,4.0
55,2020-12-01,07052,Sant Lluís,40.0,33.0,6.0,1.0
55,2020-12-01,07002,Alaior,85.0,64.0,21.0,0.0
55,2020-12-01,07023,Ferreries,6.0,6.0,0.0,0.0
55,2020-12-01,07015,Ciutadella de Menorca,325.0,271.0,51.0,3.0
55,2020-12-01,07032,Maó,237.0,192.0,40.0,6.0
56,2020-12-02,0,total-menorca,799.0,636.0,150.0,14.0
56,2020-12-02,07002,Alaior,88.0,66.0,22.0,0.0
56,2020-12-02,07023,Ferreries,6.0,6.0,0.0,0.0
56,2020-12-02,07064,Es Castell,59.0,40.0,19.0,0.0
56,2020-12-02,07015,Ciutadella de Menorca,327.0,271.0,53.0,3.0
56,2020-12-02,07052,Sant Lluís,41.0,33.0,7.0,1.0
56,2020-12-02,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
56,2020-12-02,07037,Es Mercadal,30.0,24.0,2.0,4.0
56,2020-12-02,07032,Maó,246.0,194.0,47.0,6.0
57,2020-12-03,07037,Es Mercadal,30.0,24.0,2.0,4.0
57,2020-12-03,07023,Ferreries,6.0,6.0,0.0,0.0
57,2020-12-03,07015,Ciutadella de Menorca,328.0,274.0,51.0,3.0
57,2020-12-03,07052,Sant Lluís,41.0,34.0,6.0,1.0
57,2020-12-03,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
57,2020-12-03,07032,Maó,249.0,196.0,48.0,6.0
57,2020-12-03,07002,Alaior,89.0,68.0,21.0,0.0
57,2020-12-03,07064,Es Castell,59.0,41.0,18.0,0.0
57,2020-12-03,0,total-menorca,804.0,645.0,146.0,14.0
58,2020-12-04,07023,Ferreries,6.0,6.0,0.0,0.0
58,2020-12-04,07015,Ciutadella de Menorca,328.0,274.0,51.0,3.0
58,2020-12-04,07064,Es Castell,59.0,41.0,18.0,0.0
58,2020-12-04,0,total-menorca,804.0,645.0,146.0,14.0
58,2020-12-04,07052,Sant Lluís,41.0,34.0,6.0,1.0
58,2020-12-04,07002,Alaior,89.0,68.0,21.0,0.0
58,2020-12-04,07037,Es Mercadal,30.0,24.0,2.0,4.0
58,2020-12-04,07032,Maó,249.0,196.0,48.0,6.0
58,2020-12-04,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
59,2020-12-05,07032,Maó,249.0,196.0,48.0,6.0
59,2020-12-05,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
59,2020-12-05,07015,Ciutadella de Menorca,328.0,274.0,51.0,3.0
59,2020-12-05,07052,Sant Lluís,41.0,34.0,6.0,1.0
59,2020-12-05,0,total-menorca,804.0,645.0,146.0,14.0
59,2020-12-05,07037,Es Mercadal,30.0,24.0,2.0,4.0
59,2020-12-05,07064,Es Castell,59.0,41.0,18.0,0.0
59,2020-12-05,07023,Ferreries,6.0,6.0,0.0,0.0
59,2020-12-05,07002,Alaior,89.0,68.0,21.0,0.0
60,2020-12-06,07032,Maó,249.0,196.0,48.0,6.0
60,2020-12-06,07064,Es Castell,59.0,41.0,18.0,0.0
60,2020-12-06,07023,Ferreries,6.0,6.0,0.0,0.0
60,2020-12-06,0,total-menorca,804.0,645.0,146.0,14.0
60,2020-12-06,07037,Es Mercadal,30.0,24.0,2.0,4.0
60,2020-12-06,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
60,2020-12-06,07052,Sant Lluís,41.0,34.0,6.0,1.0
60,2020-12-06,07015,Ciutadella de Menorca,328.0,274.0,51.0,3.0
60,2020-12-06,07002,Alaior,89.0,68.0,21.0,0.0
61,2020-12-07,07032,Maó,249.0,196.0,48.0,6.0
61,2020-12-07,07037,Es Mercadal,30.0,24.0,2.0,4.0
61,2020-12-07,07002,Alaior,89.0,68.0,21.0,0.0
61,2020-12-07,07064,Es Castell,59.0,41.0,18.0,0.0
61,2020-12-07,07052,Sant Lluís,41.0,34.0,6.0,1.0
61,2020-12-07,07015,Ciutadella de Menorca,328.0,274.0,51.0,3.0
61,2020-12-07,0,total-menorca,804.0,645.0,146.0,14.0
61,2020-12-07,07023,Ferreries,6.0,6.0,0.0,0.0
61,2020-12-07,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
62,2020-12-08,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
62,2020-12-08,07052,Sant Lluís,44.0,36.0,7.0,1.0
62,2020-12-08,0,total-menorca,870.0,677.0,180.0,14.0
62,2020-12-08,07023,Ferreries,6.0,6.0,0.0,0.0
62,2020-12-08,07037,Es Mercadal,30.0,24.0,2.0,4.0
62,2020-12-08,07032,Maó,268.0,207.0,56.0,6.0
62,2020-12-08,07015,Ciutadella de Menorca,338.0,283.0,52.0,3.0
62,2020-12-08,07064,Es Castell,61.0,49.0,12.0,0.0
62,2020-12-08,07002,Alaior,121.0,70.0,51.0,0.0
63,2020-12-09,07032,Maó,271.0,209.0,57.0,6.0
63,2020-12-09,0,total-menorca,879.0,685.0,181.0,14.0
63,2020-12-09,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
63,2020-12-09,07023,Ferreries,7.0,6.0,1.0,0.0
63,2020-12-09,07037,Es Mercadal,30.0,25.0,1.0,4.0
63,2020-12-09,07015,Ciutadella de Menorca,338.0,285.0,50.0,3.0
63,2020-12-09,07002,Alaior,122.0,71.0,51.0,0.0
63,2020-12-09,07064,Es Castell,63.0,51.0,12.0,0.0
63,2020-12-09,07052,Sant Lluís,46.0,36.0,9.0,1.0
64,2020-12-10,07037,Es Mercadal,31.0,25.0,2.0,4.0
64,2020-12-10,07015,Ciutadella de Menorca,338.0,285.0,50.0,3.0
64,2020-12-10,07023,Ferreries,7.0,6.0,1.0,0.0
64,2020-12-10,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
64,2020-12-10,07064,Es Castell,64.0,51.0,13.0,0.0
64,2020-12-10,07052,Sant Lluís,47.0,36.0,10.0,1.0
64,2020-12-10,0,total-menorca,884.0,687.0,184.0,14.0
64,2020-12-10,07032,Maó,272.0,210.0,57.0,6.0
64,2020-12-10,07002,Alaior,123.0,72.0,51.0,0.0
65,2020-12-11,07002,Alaior,123.0,72.0,51.0,0.0
65,2020-12-11,07064,Es Castell,64.0,51.0,13.0,0.0
65,2020-12-11,07037,Es Mercadal,31.0,25.0,2.0,4.0
65,2020-12-11,07052,Sant Lluís,47.0,36.0,10.0,1.0
65,2020-12-11,07032,Maó,272.0,210.0,57.0,6.0
65,2020-12-11,07023,Ferreries,7.0,6.0,1.0,0.0
65,2020-12-11,07015,Ciutadella de Menorca,338.0,285.0,50.0,3.0
65,2020-12-11,0,total-menorca,884.0,687.0,184.0,14.0
65,2020-12-11,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
66,2020-12-12,07037,Es Mercadal,31.0,25.0,2.0,4.0
66,2020-12-12,07023,Ferreries,7.0,6.0,1.0,0.0
66,2020-12-12,07902,Es Migjorn Gran,2.0,2.0,0.0,0.0
66,2020-12-12,07064,Es Castell,64.0,51.0,13.0,0.0
66,2020-12-12,07032,Maó,272.0,210.0,57.0,6.0
66,2020-12-12,0,total-menorca,884.0,687.0,184.0,14.0
66,2020-12-12,07002,Alaior,123.0,72.0,51.0,0.0
66,2020-12-12,07052,Sant Lluís,47.0,36.0,10.0,1.0
66,2020-12-12,07015,Ciutadella de Menorca,338.0,285.0,50.0,3.0
67,2020-12-13,0,total-menorca,899.0,703.0,183.0,14.0
67,2020-12-13,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
67,2020-12-13,07015,Ciutadella de Menorca,339.0,290.0,46.0,3.0
67,2020-12-13,07002,Alaior,132.0,72.0,60.0,0.0
67,2020-12-13,07052,Sant Lluís,47.0,36.0,10.0,1.0
67,2020-12-13,07064,Es Castell,64.0,52.0,12.0,0.0
67,2020-12-13,07032,Maó,273.0,220.0,48.0,6.0
67,2020-12-13,07023,Ferreries,7.0,6.0,1.0,0.0
67,2020-12-13,07037,Es Mercadal,32.0,25.0,3.0,4.0
68,2020-12-14,07015,Ciutadella de Menorca,339.0,292.0,44.0,3.0
68,2020-12-14,07052,Sant Lluís,47.0,37.0,9.0,1.0
68,2020-12-14,07064,Es Castell,68.0,53.0,15.0,0.0
68,2020-12-14,0,total-menorca,909.0,709.0,187.0,14.0
68,2020-12-14,07002,Alaior,136.0,73.0,63.0,0.0
68,2020-12-14,07023,Ferreries,7.0,6.0,1.0,0.0
68,2020-12-14,07032,Maó,275.0,221.0,49.0,6.0
68,2020-12-14,07037,Es Mercadal,32.0,25.0,3.0,4.0
68,2020-12-14,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
69,2020-12-15,07023,Ferreries,7.0,6.0,1.0,0.0
69,2020-12-15,07015,Ciutadella de Menorca,341.0,299.0,39.0,3.0
69,2020-12-15,07064,Es Castell,68.0,54.0,14.0,0.0
69,2020-12-15,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
69,2020-12-15,0,total-menorca,916.0,726.0,177.0,14.0
69,2020-12-15,07032,Maó,278.0,226.0,47.0,6.0
69,2020-12-15,07037,Es Mercadal,32.0,25.0,3.0,4.0
69,2020-12-15,07002,Alaior,138.0,76.0,62.0,0.0
69,2020-12-15,07052,Sant Lluís,47.0,38.0,8.0,1.0
70,2020-12-16,0,total-menorca,924.0,735.0,175.0,15.0
70,2020-12-16,07002,Alaior,140.0,79.0,61.0,0.0
70,2020-12-16,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
70,2020-12-16,07032,Maó,281.0,231.0,44.0,7.0
70,2020-12-16,07064,Es Castell,71.0,55.0,16.0,0.0
70,2020-12-16,07037,Es Mercadal,32.0,25.0,3.0,4.0
70,2020-12-16,07015,Ciutadella de Menorca,341.0,299.0,39.0,3.0
70,2020-12-16,07023,Ferreries,7.0,6.0,1.0,0.0
70,2020-12-16,07052,Sant Lluís,47.0,38.0,8.0,1.0
71,2020-12-17,07002,Alaior,140.0,98.0,42.0,0.0
71,2020-12-17,07032,Maó,302.0,236.0,60.0,7.0
71,2020-12-17,07064,Es Castell,78.0,56.0,22.0,0.0
71,2020-12-17,07037,Es Mercadal,33.0,25.0,4.0,4.0
71,2020-12-17,07052,Sant Lluís,49.0,39.0,9.0,1.0
71,2020-12-17,0,total-menorca,955.0,762.0,179.0,15.0
71,2020-12-17,07015,Ciutadella de Menorca,341.0,300.0,38.0,3.0
71,2020-12-17,07023,Ferreries,7.0,6.0,1.0,0.0
71,2020-12-17,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
72,2020-12-18,07015,Ciutadella de Menorca,341.0,300.0,38.0,3.0
72,2020-12-18,07037,Es Mercadal,33.0,25.0,4.0,4.0
72,2020-12-18,07023,Ferreries,7.0,6.0,1.0,0.0
72,2020-12-18,07002,Alaior,140.0,98.0,42.0,0.0
72,2020-12-18,0,total-menorca,955.0,762.0,179.0,15.0
72,2020-12-18,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
72,2020-12-18,07052,Sant Lluís,49.0,39.0,9.0,1.0
72,2020-12-18,07032,Maó,302.0,236.0,60.0,7.0
72,2020-12-18,07064,Es Castell,78.0,56.0,22.0,0.0
73,2020-12-19,07064,Es Castell,78.0,56.0,22.0,0.0
73,2020-12-19,07052,Sant Lluís,49.0,39.0,9.0,1.0
73,2020-12-19,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
73,2020-12-19,07015,Ciutadella de Menorca,341.0,300.0,38.0,3.0
73,2020-12-19,07032,Maó,302.0,236.0,60.0,7.0
73,2020-12-19,07002,Alaior,140.0,98.0,42.0,0.0
73,2020-12-19,0,total-menorca,955.0,762.0,179.0,15.0
73,2020-12-19,07023,Ferreries,7.0,6.0,1.0,0.0
73,2020-12-19,07037,Es Mercadal,33.0,25.0,4.0,4.0
74,2020-12-20,07052,Sant Lluís,49.0,40.0,8.0,1.0
74,2020-12-20,07015,Ciutadella de Menorca,341.0,306.0,32.0,3.0
74,2020-12-20,07032,Maó,305.0,237.0,62.0,7.0
74,2020-12-20,07023,Ferreries,7.0,7.0,0.0,0.0
74,2020-12-20,07002,Alaior,143.0,110.0,33.0,0.0
74,2020-12-20,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
74,2020-12-20,07064,Es Castell,79.0,56.0,23.0,0.0
74,2020-12-20,07037,Es Mercadal,33.0,25.0,4.0,4.0
74,2020-12-20,0,total-menorca,962.0,783.0,165.0,15.0
75,2020-12-21,07032,Maó,307.0,241.0,60.0,7.0
75,2020-12-21,07902,Es Migjorn Gran,5.0,2.0,3.0,0.0
75,2020-12-21,07064,Es Castell,79.0,56.0,23.0,0.0
75,2020-12-21,07052,Sant Lluís,49.0,41.0,7.0,1.0
75,2020-12-21,07023,Ferreries,7.0,7.0,0.0,0.0
75,2020-12-21,07015,Ciutadella de Menorca,341.0,306.0,32.0,3.0
75,2020-12-21,07002,Alaior,143.0,114.0,29.0,0.0
75,2020-12-21,0,total-menorca,964.0,792.0,158.0,15.0
75,2020-12-21,07037,Es Mercadal,33.0,25.0,4.0,4.0
76,2020-12-22,07002,Alaior,144.0,116.0,28.0,0.0
76,2020-12-22,07023,Ferreries,7.0,7.0,0.0,0.0
76,2020-12-22,07015,Ciutadella de Menorca,342.0,307.0,32.0,3.0
76,2020-12-22,0,total-menorca,972.0,801.0,157.0,15.0
76,2020-12-22,07037,Es Mercadal,34.0,25.0,5.0,4.0
76,2020-12-22,07052,Sant Lluís,49.0,41.0,7.0,1.0
76,2020-12-22,07902,Es Migjorn Gran,6.0,2.0,4.0,0.0
76,2020-12-22,07064,Es Castell,79.0,60.0,19.0,0.0
76,2020-12-22,07032,Maó,311.0,243.0,62.0,7.0
77,2020-12-23,07015,Ciutadella de Menorca,342.0,307.0,32.0,3.0
77,2020-12-23,07037,Es Mercadal,34.0,25.0,5.0,4.0
77,2020-12-23,07052,Sant Lluís,49.0,41.0,7.0,1.0
77,2020-12-23,07902,Es Migjorn Gran,6.0,2.0,4.0,0.0
77,2020-12-23,07032,Maó,311.0,243.0,62.0,7.0
77,2020-12-23,0,total-menorca,972.0,801.0,157.0,15.0
77,2020-12-23,07064,Es Castell,79.0,60.0,19.0,0.0
77,2020-12-23,07023,Ferreries,7.0,7.0,0.0,0.0
77,2020-12-23,07002,Alaior,144.0,116.0,28.0,0.0
78,2020-12-24,07902,Es Migjorn Gran,6.0,2.0,4.0,0.0
78,2020-12-24,07023,Ferreries,7.0,7.0,0.0,0.0
78,2020-12-24,07015,Ciutadella de Menorca,342.0,307.0,32.0,3.0
78,2020-12-24,07032,Maó,311.0,243.0,62.0,7.0
78,2020-12-24,07064,Es Castell,79.0,60.0,19.0,0.0
78,2020-12-24,07037,Es Mercadal,34.0,25.0,5.0,4.0
78,2020-12-24,07052,Sant Lluís,49.0,41.0,7.0,1.0
78,2020-12-24,07002,Alaior,144.0,116.0,28.0,0.0
78,2020-12-24,0,total-menorca,972.0,801.0,157.0,15.0
79,2020-12-25,07902,Es Migjorn Gran,6.0,2.0,4.0,0.0
79,2020-12-25,0,total-menorca,972.0,801.0,157.0,15.0
79,2020-12-25,07023,Ferreries,7.0,7.0,0.0,0.0
79,2020-12-25,07032,Maó,311.0,243.0,62.0,7.0
79,2020-12-25,07052,Sant Lluís,49.0,41.0,7.0,1.0
79,2020-12-25,07015,Ciutadella de Menorca,342.0,307.0,32.0,3.0
79,2020-12-25,07002,Alaior,144.0,116.0,28.0,0.0
79,2020-12-25,07064,Es Castell,79.0,60.0,19.0,0.0
79,2020-12-25,07037,Es Mercadal,34.0,25.0,5.0,4.0
80,2020-12-26,07023,Ferreries,7.0,7.0,0.0,0.0
80,2020-12-26,07015,Ciutadella de Menorca,342.0,307.0,32.0,3.0
80,2020-12-26,07002,Alaior,144.0,116.0,28.0,0.0
80,2020-12-26,07032,Maó,311.0,243.0,62.0,7.0
80,2020-12-26,07902,Es Migjorn Gran,6.0,2.0,4.0,0.0
80,2020-12-26,07064,Es Castell,79.0,60.0,19.0,0.0
80,2020-12-26,07052,Sant Lluís,49.0,41.0,7.0,1.0
80,2020-12-26,0,total-menorca,972.0,801.0,157.0,15.0
80,2020-12-26,07037,Es Mercadal,34.0,25.0,5.0,4.0
81,2020-12-27,07023,Ferreries,10.0,7.0,3.0,0.0
81,2020-12-27,07064,Es Castell,80.0,69.0,11.0,0.0
81,2020-12-27,07902,Es Migjorn Gran,6.0,5.0,1.0,0.0
81,2020-12-27,07052,Sant Lluís,49.0,41.0,7.0,1.0
81,2020-12-27,07015,Ciutadella de Menorca,361.0,309.0,49.0,3.0
81,2020-12-27,07032,Maó,314.0,249.0,59.0,7.0
81,2020-12-27,07037,Es Mercadal,35.0,27.0,4.0,4.0
81,2020-12-27,0,total-menorca,1009.0,831.0,164.0,15.0
81,2020-12-27,07002,Alaior,154.0,124.0,30.0,0.0
82,2020-12-28,07002,Alaior,157.0,124.0,33.0,0.0
82,2020-12-28,07015,Ciutadella de Menorca,361.0,311.0,47.0,3.0
82,2020-12-28,07064,Es Castell,80.0,70.0,10.0,0.0
82,2020-12-28,0,total-menorca,1018.0,847.0,157.0,15.0
82,2020-12-28,07032,Maó,318.0,261.0,51.0,7.0
82,2020-12-28,07037,Es Mercadal,36.0,27.0,5.0,4.0
82,2020-12-28,07902,Es Migjorn Gran,7.0,5.0,2.0,0.0
82,2020-12-28,07023,Ferreries,10.0,7.0,3.0,0.0
82,2020-12-28,07052,Sant Lluís,49.0,42.0,6.0,1.0
83,2020-12-29,0,total-menorca,1030.0,858.0,158.0,15.0
83,2020-12-29,07002,Alaior,157.0,125.0,32.0,0.0
83,2020-12-29,07902,Es Migjorn Gran,7.0,5.0,2.0,0.0
83,2020-12-29,07052,Sant Lluís,49.0,42.0,6.0,1.0
83,2020-12-29,07037,Es Mercadal,36.0,29.0,3.0,4.0
83,2020-12-29,07032,Maó,319.0,268.0,45.0,7.0
83,2020-12-29,07023,Ferreries,10.0,7.0,3.0,0.0
83,2020-12-29,07015,Ciutadella de Menorca,369.0,312.0,54.0,3.0
83,2020-12-29,07064,Es Castell,83.0,70.0,13.0,0.0
84,2020-12-30,07037,Es Mercadal,36.0,29.0,3.0,4.0
84,2020-12-30,07052,Sant Lluís,49.0,42.0,6.0,1.0
84,2020-12-30,07064,Es Castell,83.0,70.0,13.0,0.0
84,2020-12-30,07002,Alaior,157.0,125.0,32.0,0.0
84,2020-12-30,07023,Ferreries,10.0,7.0,3.0,0.0
84,2020-12-30,07015,Ciutadella de Menorca,369.0,312.0,54.0,3.0
84,2020-12-30,07902,Es Migjorn Gran,7.0,5.0,2.0,0.0
84,2020-12-30,07032,Maó,319.0,268.0,45.0,7.0
84,2020-12-30,0,total-menorca,1030.0,858.0,158.0,15.0
85,2020-12-31,07037,Es Mercadal,36.0,29.0,3.0,4.0
85,2020-12-31,07052,Sant Lluís,49.0,42.0,6.0,1.0
85,2020-12-31,07023,Ferreries,10.0,7.0,3.0,0.0
85,2020-12-31,07064,Es Castell,83.0,70.0,13.0,0.0
85,2020-12-31,0,total-menorca,1030.0,858.0,158.0,15.0
85,2020-12-31,07032,Maó,319.0,268.0,45.0,7.0
85,2020-12-31,07902,Es Migjorn Gran,7.0,5.0,2.0,0.0
85,2020-12-31,07015,Ciutadella de Menorca,369.0,312.0,54.0,3.0
85,2020-12-31,07002,Alaior,157.0,125.0,32.0,0.0
86,2021-01-01,0,total-menorca,1030.0,858.0,158.0,15.0
86,2021-01-01,07052,Sant Lluís,49.0,42.0,6.0,1.0
86,2021-01-01,07015,Ciutadella de Menorca,369.0,312.0,54.0,3.0
86,2021-01-01,07037,Es Mercadal,36.0,29.0,3.0,4.0
86,2021-01-01,07023,Ferreries,10.0,7.0,3.0,0.0
86,2021-01-01,07032,Maó,319.0,268.0,45.0,7.0
86,2021-01-01,07902,Es Migjorn Gran,7.0,5.0,2.0,0.0
86,2021-01-01,07064,Es Castell,83.0,70.0,13.0,0.0
86,2021-01-01,07002,Alaior,157.0,125.0,32.0,0.0
87,2021-01-02,07002,Alaior,157.0,125.0,32.0,0.0
87,2021-01-02,07037,Es Mercadal,36.0,29.0,3.0,4.0
87,2021-01-02,07064,Es Castell,83.0,70.0,13.0,0.0
87,2021-01-02,07015,Ciutadella de Menorca,369.0,312.0,54.0,3.0
