date,region_code,region,illa,cases,recovered,active_cases,deceased
2021-05-18,07027,Inca,Mallorca,1745,1687,30,26
2021-05-18,07029,Lloseta,Mallorca,309,301,4,3
2021-05-18,07030,Llubí,Mallorca,90,86,4,0
2021-05-18,07034,Mancor de la Vall,Mallorca,55,54,1,0
2021-05-18,07035,Maria de la Salut,Mallorca,71,71,0,0
2021-05-18,07036,Marratxí,Mallorca,1979,1934,35,21
2021-05-18,07038,Montuïri,Mallorca,159,142,4,13
2021-05-18,07039,Muro,Mallorca,340,324,11,6
2021-05-18,07040,Palma,Mallorca,24840,24103,467,383
2021-05-18,07042,Pollença,Mallorca,648,617,12,18
2021-05-18,07043,Porreres,Mallorca,150,147,5,1
2021-05-18,07046,Sant Antoni de Portmany,Eivissa,1980,1947,16,20
2021-05-18,07041,Petra,Mallorca,116,112,3,2
2021-05-18,07045,Puigpunyent,Mallorca,74,75,0,0
2021-05-18,07044,Sa Pobla,Mallorca,816,763,43,10
2021-05-18,07049,Sant Joan,Mallorca,144,126,1,12
2021-05-18,07050,Sant Joan de Labritja,Eivissa,213,211,1,2
2021-05-18,07048,Sant Josep de sa Talaia,Eivissa,1633,1611,13,8
2021-05-18,07051,Sant Llorenç des Cardassar,Mallorca,243,235,7,2
2021-05-18,07052,Sant Lluís,Menorca,106,96,8,2
2021-05-18,07053,Santa Eugènia,Mallorca,73,71,2,0
2021-05-18,07054,Santa Eulària des Riu,Eivissa,2504,2465,21,27
2021-05-18,07055,Santa Margalida,Mallorca,438,432,4,4
2021-05-18,07056,Santa Maria del Camí,Mallorca,402,393,6,4
2021-05-18,07057,Santanyí,Mallorca,360,344,8,10
2021-05-18,07058,Selva,Mallorca,153,147,3,4
2021-05-18,07047,Sencelles,Mallorca,126,122,3,1
2021-05-18,07059,Ses Salines,Mallorca,103,100,1,2
2021-05-18,07060,Sineu,Mallorca,136,127,8,1
2021-05-18,07061,Sóller,Mallorca,703,669,4,26
2021-05-18,07062,Son Servera,Mallorca,452,420,28,6
2021-05-18,07063,Valldemossa,Mallorca,77,74,1,2
2021-05-18,07065,Vilafranca de Bonany,Mallorca,152,151,2,1
2021-05-18,07002,Alaior,Menorca,264,257,5,3
2021-05-18,07001,Alaró,Mallorca,273,266,2,5
2021-05-18,07003,Alcúdia,Mallorca,860,842,8,14
2021-05-18,07004,Algaida,Mallorca,133,132,1,1
2021-05-18,07005,Andratx,Mallorca,445,434,7,5
2021-05-18,07901,Ariany,Mallorca,47,47,0,0
2021-05-18,07006,Artà,Mallorca,305,301,5,0
2021-05-18,07007,Banyalbufar,Mallorca,13,13,0,0
2021-05-18,07008,Binissalem,Mallorca,404,396,5,4
2021-05-18,07009,Búger,Mallorca,24,23,0,1
2021-05-18,07010,Bunyola,Mallorca,237,233,3,3
2021-05-18,07011,Calvià,Mallorca,2134,2061,38,44
2021-05-18,07013,Campos,Mallorca,369,354,7,11
2021-05-18,07014,Capdepera,Mallorca,324,314,6,4
2021-05-18,07015,Ciutadella de Menorca,Menorca,860,844,9,9
2021-05-18,07012,Campanet,Mallorca,74,72,1,1
2021-05-18,07016,Consell,Mallorca,168,168,0,1
2021-05-18,07017,Costitx,Mallorca,29,27,1,1
2021-05-18,07018,Deià,Mallorca,23,20,2,1
2021-05-18,07026,Eivissa,Eivissa,5385,5310,41,43
2021-05-18,07064,Es Castell,Menorca,160,152,6,2
2021-05-18,07037,Es Mercadal,Menorca,91,85,3,5
2021-05-18,07902,Es Migjorn Gran,Menorca,17,13,4,0
2021-05-18,07019,Escorca,Mallorca,5,5,0,0
2021-05-18,07020,Esporles,Mallorca,195,191,1,5
2021-05-18,07021,Estellencs,Mallorca,7,6,0,1
2021-05-18,07022,Felanitx,Mallorca,573,556,10,6
2021-05-18,07023,Ferreries,Menorca,48,40,8,0
2021-05-18,07024,Formentera,Formentera,524,518,4,5
2021-05-18,07025,Fornalutx,Mallorca,11,11,0,0
2021-05-18,07028,Lloret de Vistalegre,Mallorca,22,22,1,0
2021-05-18,07031,Llucmajor,Mallorca,1563,1523,31,10
2021-05-18,07033,Manacor,Mallorca,2083,2031,38,24
2021-05-18,07032,Maó,Menorca,708,672,27,12
