date,region_code,region,illa,cases,recovered,active_cases,deceased
2021-04-08,07027,Inca,Mallorca,1679,1588,66,23
2021-04-08,07029,Lloseta,Mallorca,288,272,12,3
2021-04-08,07030,Llubí,Mallorca,82,80,2,0
2021-04-08,07034,Mancor de la Vall,Mallorca,51,48,3,0
2021-04-08,07035,Maria de la Salut,Mallorca,71,71,0,0
2021-04-08,07036,Marratxí,Mallorca,1927,1869,50,19
2021-04-08,07038,Montuïri,Mallorca,159,140,6,13
2021-04-08,07039,Muro,Mallorca,301,279,18,5
2021-04-08,07040,Palma,Mallorca,24178,23362,559,371
2021-04-08,07042,Pollença,Mallorca,623,587,17,18
2021-04-08,07043,Porreres,Mallorca,136,130,8,1
2021-04-08,07046,Sant Antoni de Portmany,Eivissa,1945,1911,20,17
2021-04-08,07041,Petra,Mallorca,108,107,1,1
2021-04-08,07045,Puigpunyent,Mallorca,74,75,0,0
2021-04-08,07044,Sa Pobla,Mallorca,766,747,11,8
2021-04-08,07049,Sant Joan,Mallorca,142,125,0,12
2021-04-08,07050,Sant Joan de Labritja,Eivissa,208,204,3,2
2021-04-08,07048,Sant Josep de sa Talaia,Eivissa,1599,1575,16,7
2021-04-08,07051,Sant Llorenç des Cardassar,Mallorca,218,214,3,2
2021-04-08,07052,Sant Lluís,Menorca,89,80,7,2
2021-04-08,07053,Santa Eugènia,Mallorca,70,70,0,0
2021-04-08,07054,Santa Eulària des Riu,Eivissa,2449,2409,28,22
2021-04-08,07055,Santa Margalida,Mallorca,417,401,14,4
2021-04-08,07056,Santa Maria del Camí,Mallorca,394,388,4,3
2021-04-08,07057,Santanyí,Mallorca,337,323,6,10
2021-04-08,07058,Selva,Mallorca,147,136,8,4
2021-04-08,07047,Sencelles,Mallorca,123,119,3,1
2021-04-08,07059,Ses Salines,Mallorca,101,95,4,2
2021-04-08,07060,Sineu,Mallorca,126,121,4,1
2021-04-08,07061,Sóller,Mallorca,695,644,23,24
2021-04-08,07062,Son Servera,Mallorca,393,373,19,3
2021-04-08,07063,Valldemossa,Mallorca,74,69,3,2
2021-04-08,07065,Vilafranca de Bonany,Mallorca,152,150,3,1
2021-04-08,07002,Alaior,Menorca,246,237,7,3
2021-04-08,07001,Alaró,Mallorca,272,259,8,5
2021-04-08,07003,Alcúdia,Mallorca,840,813,19,12
2021-04-08,07004,Algaida,Mallorca,129,124,5,1
2021-04-08,07005,Andratx,Mallorca,416,404,9,4
2021-04-08,07901,Ariany,Mallorca,46,46,0,0
2021-04-08,07006,Artà,Mallorca,295,289,7,0
2021-04-08,07007,Banyalbufar,Mallorca,13,12,1,0
2021-04-08,07008,Binissalem,Mallorca,392,381,9,3
2021-04-08,07009,Búger,Mallorca,23,22,0,1
2021-04-08,07010,Bunyola,Mallorca,235,230,4,3
2021-04-08,07011,Calvià,Mallorca,2055,1977,43,44
2021-04-08,07013,Campos,Mallorca,347,313,26,11
2021-04-08,07014,Capdepera,Mallorca,315,284,28,3
2021-04-08,07015,Ciutadella de Menorca,Menorca,851,829,17,7
2021-04-08,07012,Campanet,Mallorca,73,69,3,1
2021-04-08,07016,Consell,Mallorca,165,164,1,1
2021-04-08,07017,Costitx,Mallorca,28,26,1,1
2021-04-08,07018,Deià,Mallorca,22,20,1,1
2021-04-08,07026,Eivissa,Eivissa,5298,5188,86,33
2021-04-08,07064,Es Castell,Menorca,138,137,0,1
2021-04-08,07037,Es Mercadal,Menorca,86,83,1,4
2021-04-08,07902,Es Migjorn Gran,Menorca,13,13,0,0
2021-04-08,07019,Escorca,Mallorca,5,5,0,0
2021-04-08,07020,Esporles,Mallorca,194,190,1,5
2021-04-08,07021,Estellencs,Mallorca,7,6,0,1
2021-04-08,07022,Felanitx,Mallorca,530,511,13,5
2021-04-08,07023,Ferreries,Menorca,31,29,2,0
2021-04-08,07024,Formentera,Formentera,520,504,14,5
2021-04-08,07025,Fornalutx,Mallorca,10,10,0,0
2021-04-08,07028,Lloret de Vistalegre,Mallorca,21,21,1,0
2021-04-08,07031,Llucmajor,Mallorca,1517,1467,41,10
2021-04-08,07033,Manacor,Mallorca,1991,1910,69,23
2021-04-08,07032,Maó,Menorca,619,598,13,11
